smile,flavor
CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(C4C6CC7C8C(CCC(=O)O7)(C(CCC8(C6(CC5)C)C)C(=C)C)C)C(=C)C)O)O)O)CO)O)O)O,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,sweet
CC(=O)OCC1C(C(C(C(O1)OC2CCC3(C(C2(C)C)CCC4(C3C(=O)C=C5C4(CCC6(C5CC(CC6)(C)C(=O)OC)C)C)C)C)OC(=O)C)OC7C(C(C(C(O7)C(=O)OC)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(CO8)O)O)O)C)C)C2C1)C)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C,sweet
CCC(C)OC1C(C(C(C(O1)CO)O)O)O,sweet
C(CCOC1C(C(C(C(O1)CO)O)O)O)CO,sweet
C1=CC=C(C=C1)S(=O)(=O)N2C(=O)C3=CC=CC=C3[Se]2,sweet
CC(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC)CO)O)O)O)O,sweet
C(C(C(C(C(CO)O)OC1C(C(C(C(O1)(CO)CO)O)O)O)O)O)O,sweet
COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(O2)C=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)O,sweet
CC(C)(C)OC(=O)C(CC(=O)NCCCCC(C(=O)NC)N)NC(CCC1=CC=CC=C1)C(=O)O,sweet
CCCCCCCCCCCCCCCCOCC(COC1C(C(C(C(O1)CO)O)O)O)OC,sweet
CC(C)CC(C(=O)OC)NC(=O)C(CC(C)(C)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)OC(C)(C)C,sweet
CC(=O)NCC(=O)N(C)C(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)N(C)C(CCCCN)C(=O)N,sweet
CC(=O)OCC1C(C(C(C(O1)OC2=C(C3=C(C=C2)C(=O)CC(O3)C4=CC(=C(C=C4)O)O)O)OC(=O)C)O)OC(=O)C,sweet
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(C=C4C(=C3O)C(=O)C=C(O4)C5=CC=CC=C5)OC)C)O)O)O)O)O,sweet
CC1C(C(C(C(O1)C2=C(C=C3C(=C2O)C(=O)C=C(O3)C4=CC(=C(C=C4)O)OC)O)OC5C(C(C(C(O5)C)O)O)O)O)O,sweet
CC(C)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(CC(=O)O)N,sweet
CCCCCCCCCCCOC(=O)C1(CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)C)C)C2C1)C)C)C,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)OC6C(C(C(C(O6)CO)O)O)O)O)O)C)C(=O)C=C7C3(CCC8(C7CC(CC8)(C)C(=O)O)C)C)C)C,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C2C1)C)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C5C(C(O4)C(=O)O)OC(C(O5)OCC(=O)O)(C(=O)O)O)O)C)CC=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C,sweet
CC(C(C(CC1OCCCO1)O)O)O,sweet
CC(CCO)OC1C(C(C(C(O1)CO)O)O)O,sweet
COC(=O)C(CC1=CC=CC=C1)NC(=O)CCC=C,sweet
CC(CCCO)OC1C(C(C(C(O1)CO)O)O)O,sweet
CC1C2C(C(C(O1)OC)O)OC(C(O2)(C)OC)(C)OC,sweet
CNC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)OC,sweet
CNC(CCCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)OC,sweet
C1=NC2=C(C(=N1)N)N=C(N2C3C(C(C(O3)COP(=O)(O)O)O)O)N,sweet
CC(C)(C)OC(=O)NC(CC(=O)NC(CC1=CC=CC=C1)C(=O)O)C(=O)OC,sweet
CCOP(=O)(COCC1C(CC(O1)N2C=NC3=C2N=CN=C3N)O)OCC,sweet
C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OCC(CO)O)O,sweet
C1C(C(C(C(O1)OC2=C(C=CC(=C2O)C(=O)C(CC3=CC(=C(C=C3)O)O)O)O)O)O)O,sweet
CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)O)NC(=O)CC1=CC=CC=C1,sweet
COC1=CC(=CC(=C1OC)OC)CCC(=O)C2=C(C=CC=C2OC3C(C(C(C(O3)CO)O)O)O)O,sweet
COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)OCCOS(=O)(=O)O,sweet
CC1C(CC(C(O1)OC2C(C3COCCCCCCOCC4C(C(C(C(O4)OC2C(O3)OC)O)O)O)O)O)O,sweet
CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)O)C)COC7C(C(C(C(O7)CO)O)O)O)C,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(C(O6)C(=O)O)O)OC(C(C(=O)O)O)OCC(=O)O)O)C)C)C2C1)C)C(=O)O)C,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C7C(C(C(O6)C(=O)O)O)OC(C(O7)OCC(=O)O)(C(=O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,sweet
CC(=O)OC1C(C(OC(C1OC2C(C(C(CO2)O)O)O)OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)C(=O)O)OC8C(C(C(C(O8)CO)O)O)O,sweet
C(C(CO)O)C(CO)O,sweet
CC(C1=CC=CC=C1)(C(=O)OC)NC(=O)C(CC(=O)O)N,sweet
C(CC1C(C(C(C(O1)O)O)O)O)C2C(C(C(O2)CO)O)O,sweet
CC(CCC1=CC=CC=C1)(C(=O)OC)NC(=O)C(CC(=O)O)N,sweet
COC1C(C(C(C(O1)COC2C(C(C(C(O2)C#C)O)O)O)O)O)O,sweet
CCCCOC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,sweet
C1C(C(OC1N2C=NC3=C2N=CN=C3N)CO[P+](=S)[O-])O,sweet
COC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)COS(=O)(=O)O)O)O)O)O,sweet
CCCCCCCCCCCCCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O,sweet
CCCCCCCCCCCCCC(=O)NCC(=O)NC(CC(=O)NC(CC1=CC=CC=C1)C(=O)O)C(=O)O,sweet
CC1C(C(C(C(O1)C2=C(C=C3C(=C2O)C(=O)C=C(O3)C4=CC(=C(C=C4)O)O)O)OC5C(C(C(C(O5)C)O)O)O)O)O,sweet
COCC1C(C(C(C(O1)OC(CO)C(C(CO)OC2C(C(C(C(O2)COC)OC)OC)OC)OC)OC)OC)OC,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)C)C)C2C1)C)C(=O)O)C,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)OC6C(C(C(C(O6)C(=O)OC)O)O)O)O)C)C)C2C1)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C,sweet
CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3CCC4(C(C3)CCC5C4CCC6(C5CC(C6C(C)C(=O)CCC(C)CO)O)C)C)CO)OC7C(C(C(CO7)O)O)O)O)O,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)OC)OCOC)OC(C(C(=O)O)OCOC)OCC(=O)O)OCOC)C)C)C2C1)C)C(=O)OC)C,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C(=O)O)OC6C(C7C(C(O6)C(=O)O)OC(C(O7)OCC(=O)O)(C(=O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,sweet
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)CO)CCC6(C5CC=C7C6(CCC8(C7CC(CC8OC(=O)C)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet
CC1C(C(C(C(O1)OCC(CO)O)O)O)O,sweet
COC(=O)CC(C(=O)NCCC1=CC=CC=C1)N,sweet
CC(C)CC(CC(=O)OC)C(=O)NC(CC1=CC=CC=C1)C(=O)NC,sweet
CC(C)C(C(=O)NC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)OC)N,sweet
COC1C(C(OC(C1OC2C(C(C(C(O2)CO)O)O)O)CO)OC)O,sweet
CC(=O)NC(CC1=CC(=CC=C1)CC(C(=O)OC)NC(=O)CCCCCN)C(=O)O,sweet
CCCCCCCCOC1C(C(C(C(O1)COC2C(C(C(O2)CO)O)O)O)O)O,sweet
CC(=O)N(CCC=C)CC(=O)N(CC=C)CC(=O)NC(CC1=CC=CC=C1)C(=O)OC,sweet
CC(=O)NCC(=O)N(C)C(CC1=CC=CC=C1)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)N,sweet
CC(C)CC(C(=O)OC)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(C)(C)O)NC(=O)OC(C)(C)C,sweet
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC5C(C(C(CO5)O)O)O)O)O)O)OC)OC,sweet
CCN(CC(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)C(=O)CCCC2CCNCC2,sweet
CC1(CCC2(CCC3(C(C2=C1)CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)OC7C(C(C(CO7)O)O)O)O)C)C)C)C(=O)O)C,sweet
C(CO)COCC1C(C(C(C(O1)OC2C(C(C(C(O2)COCCCO)OCCCO)OCCCO)OCCCO)OCCCO)OCCCO)OCCCO,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(CO6)O)OC7C(C(C(C(O7)C(=O)OC)O)O)O)O)C)C)C2C1)C)C(=O)OC)C(=O)OC,sweet
CCCCCCOC(=O)C1(CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)C)C)C2C1)C)C)C,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)OC(C(C(=O)O)O)OCC(=O)O)O)C)CC=C5C3(CCC6(C5CC(=C)CC6)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)OC5C(C(C(CO5)O)O)O)OC6C(C(C(CO6)O)O)O)C)CC=C7C3(CC(C8(C7CC(CC8)(C)C(=O)O)C(=O)O)O)C)C)C,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)C)CC=C6C3(CCC7(C6CC(CC7)(C)CO)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C,sweet
CCCCCCOC(=O)C1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC4(C(C3(C)C)CCC5(C4C(=O)C=C6C5(CCC7(C6CC(CC7)(C)C(=O)OCCCCCC)C)C)C)C)C(=O)OCCCCCC)O)O)O)O)O,sweet
CC1C(C2C(C(O1)OC)OC(C(O2)(C)OC)(C)OC)O,sweet
CC(C)(C)OC(=O)C(CC1=CC=CC=C1)NC(=O)C(C(C)(C)CO)N,sweet
C1CCC(CC1)OC(=O)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)N)N,sweet
CC(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC)O)O)O)O)O)O)O,sweet
COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COS(=O)(=O)O)O)O)O)O)O,sweet
CC1C(C(C(C(O1)OC2C(C(COC2OC)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)O,sweet
CCCCCCCCCCCCCC(=O)NCC(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)O,sweet
COC1=C(C=C2C(=C1O)C(=O)C(C(O2)C3=CC(=C(C=C3)O)O)O)OC4C(C(C(C(O4)CO)O)O)O,sweet
COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)OC3C(C(CC(O3)CO)O)O)O,sweet
[B-]P(=O)(OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)OP(=O)(O)OP(=O)(O)O.[NH4+],sweet
[B-]P(=O)(OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O)OP(=O)(O)OP(=O)(O)O,sweet
CC1C(C(C(C(O1)OC2C(C(C(OC2O)CO)O)OC3=CC(=C4C(=C3)OC5=C(C4=O)C=CC(=C5O)O)O)O)O)O,sweet
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)C)O)O)O)O)O,sweet
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O)O,sweet
COC1=CC(=C(C(=C1C(=O)CCC2=CC=CC=C2)O)OC)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O,sweet
COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)COC6C(C(C(C(O6)CO)O)O)O)O,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)COC5C(C(C(C(O5)C(=O)O)O)O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,sweet
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8OC(=O)C)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)OC6C(C(C(C(O6)C(=O)OC)OC7C(C(C(CO7)O)O)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,sweet
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8=O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)O,sweet
COC(=O)C(CN)NC(=O)CCC1=CC=CC=C1,sweet
CC1(OCC(O1)C(C(C(CO)OCOC)OCOC)O)C,sweet
C(C1C(C(C(C(O1)OC(CO)C(C(CO)O)O)O)O)O)O,sweet
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)ON)CO)O)O)O)O,sweet
CC(=O)NC1CC2=CC(=CC=C2)CC(NC(=O)CCNC1=O)C(=O)OC,sweet
CC(=O)N1CCC=CCN(C(=O)C1)CC(=O)NC(CC2=CC=CC=C2)C(=O)OC,sweet
CC(C1=CC=CC=C1)NC(=O)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)OC)NC,sweet
CCCCOC1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=CN=C2N,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OCC(CO)O)O)O,sweet
CCCCCCCCCCCCCCCCOCC(COC1C(C(C(C(O1)CO)O)O)OC)OC,sweet
CC1(CC(C2(CCC3(C(C2=C1)CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)OC7C(C(C(CO7)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)C(=O)O)O)C,sweet
CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(C(C1)O)C)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)OC)O)O)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(CO4)O)OC5C(C(C(C(O5)C(=O)OC)O)O)O)O)C)CC=C6C3(CCC7(C6CC(CC7)(C)C(=O)OC)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(C(O6)C(=O)OC)OC7C(C(C(C(O7)CO)O)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,sweet
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8)(C)C)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet
C1CCC2(CC1)OCC3(O2)C(C(C(CO3)O)O)O,sweet
CCOC1=CC=C(C=C1)NC(=O)N=NC2=CC=CC=C2,sweet
CCCCCCCC(C)OC1C(C(C(C(O1)CO)O)O)O,sweet
CC1(C(OC2C(O1)C(C(OC2OC)CO)O)(C)OC)OC,sweet
CCCCOC(=O)C(CC1=CC=CC=C1)NC(=O)C(C(C)C)N,sweet
C1C(OC(C1(O)P(=O)(O)O)CO)N2C=NC3=C2N=CN=C3N,sweet
CC(=O)NCCCCCC(=O)NC(CC1=CC=CC=C1)C(=O)OC,sweet
CC1C(C(C(C2(O1)OCC3C(O2)C(C(C(O3)OC)O)O)O)O)O,sweet
COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)C#C)O)O)O)O)O,sweet
CC(=O)NC(CC1=CC(=CC=C1)CC(C(=O)OC)NC(=O)CN)C(=O)O,sweet
COC1C2C(C(C(O1)CO)O)OCOC3C(C(OC(C3OCO2)OC)CO)O,sweet
C1=CC(=C(C(=C1)OC2C(C(C(C(O2)CO)O)O)O)C(=O)CCC3=CC(=C(C=C3)O)O)O,sweet
CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3OC)O)C)C)OC)O,sweet
COC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)CO)O)O)O)OC3C(C(C(C(O3)CO)O)O)O,sweet
CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)(C)O)C(=O)NC(CC2=CC=CC=C2)C(=O)OC,sweet
C1C(C(C(C(O1)OC2=C(C3=C(C(=C2)O)C(=O)C=C(O3)C4=CC=C(C=C4)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O,sweet
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)COC5C(C(C(CO5)O)O)O)O)O)O)O,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,sweet
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)CO)CCC6(C5CC=C7C6(CCC8(C7CC(CC8)(C)C)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(OC(C3O)OC4C(C(C(OC4OC5CCC6(C(C5(C)C)CCC7(C6CC=C8C7(CC(C9(C8CC(C(=O)C9)(C)C)CO)O)C)C)C)C(=O)O)O)O)CO)O)CO)O)O)O)O)O,sweet
CC(CCCOC1C(C(C(C(O1)CO)O)O)O)O,sweet
C(C(COC1C(C(C(C(O1)(CO)CO)O)O)O)O)O,sweet
CC1(C(OC2C(C(OC(C2O1)CO)OC)O)(C)OC)OC,sweet
C1=NC2=C(C(=N1)N)N=C(N2C3C(C(C(O3)CO)OP(=O)(O)O)O)N=[N+]=[N-],sweet
CCCCNC1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=CN=C2N,sweet
CNC(=O)C1CCCCNC(=O)CC(NC(C(=O)N1)CCC2=CC=CC=C2)C(=O)O,sweet
CC1C(C(CC(O1)OC2C(OC(CC2OC)OC3C(OC(CC3OC)O)C)C)OC)O,sweet
COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)OC3C(CC(C(O3)CO)O)O)O,sweet
CCCCCCCCCCCCCC(=O)NCC(=O)NC(=O)CCC(=O)NC(CC1=CC=CC=C1)C(=O)O,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C7C(C(O6)C(=O)OC)OC(C(O7)OCC(=O)OC)(C(=O)OC)OC)O)C)C)C2C1)C)C(=O)OC)C,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C7C(C(O6)C(=O)O)OC(C(O7)OCC(=O)O)(C(=O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)OC6C(C(C(C(O6)C(=O)OC)OC7C(C(C(C(O7)CO)O)O)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,sweet
CCCCCCCCCCCCCCCCCCOC(=O)C1(CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)C)C)C2C1)C)C)C,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)O)O)O)O)O)O)C)C(=O)C=C8C3(CCC9(C8CC(CC9)(C)C(=O)O)C)C)C)C,sweet
C(CO)C(C(C(C=O)O)O)O,sweet
CCCOC1C(C(C(C(O1)C)O)O)O,sweet
CC(C)COC1C(C(C(C(O1)CO)O)O)O,sweet
COC1C(OC(C(C1OC)OC)OC)CCCCO,sweet
CC1(OCC(O1)COC2C(C(C(C(O2)CO)O)O)O)C,sweet
COC1CC(C(C(O1)CO)O)OC2C(C(C(C(O2)CO)O)O)O,sweet
CCOC(C1C(OC(O1)(C)C)CC2C(C(C(C(O2)CO)O)O)O)OCC,sweet
CC(C(C)OC1C(C(C(C(O1)COC2C(C(CO2)(CO)O)O)O)O)O)O,sweet
C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(CP(=O)(O)O)O)O,sweet
C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)F)O,sweet
CCCCCCCCCCCCCC(=O)NCC(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)O,sweet
CC(C)(CCC1=C(C=C(C2=C1OC=C(C2=O)C3=CC(=C(C=C3)OC)OC)O)OC4C(C(C(C(O4)CO)O)O)O)O,sweet
C1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3OC4C(C(C(C(O4)CO)O)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O,sweet
CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2O)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)OC)O)CO)O)O)O)O,sweet
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)OC)O)OC6C(C(C(C(O6)C)O)O)O)O)O)O)O)O,sweet
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)CO)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,sweet
CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CC(C2(C(C1)O)CO)O)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)O)OC7C(C(C(C(O7)CO)O)O)O)O)C)C,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(CO8)O)O)O)C)C)C2C1)C)C(=O)O)C,sweet
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8O)(C)CO)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet
CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(C4C6CC(C7C(C6(CC5)C)(CCC(C7(C)CCC(=O)OC)C(=C)C)C)O)C(=C)C)O)O)O)CO)O)O)O,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,sweet
CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3CCC4(C(C3)CCC5C4CCC6(C5CC(C6C(C)C(=O)CCC(C)COC7C(C(C(C(O7)CO)O)O)O)O)C)C)CO)OC8C(C(C(CO8)O)O)O)O)O,sweet
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(CO8)O)O)O)C)C)C2C1)C)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C,sweet
CCOC1C(C(C(C(O1)C)O)O)O,sweet
